0.000000 0.000000 
0.010000 0.000004 
0.020000 0.000008 
0.030000 0.000011 
0.040000 0.000015 
0.050000 0.000019 
0.060000 0.000023 
0.070000 0.000027 
0.080000 0.000030 
0.090000 0.000034 
0.100000 0.000038 
0.110000 0.000041 
0.120000 0.000045 
0.130000 0.000048 
0.140000 0.000052 
0.150000 0.000055 
0.160000 0.000058 
0.170000 0.000062 
0.180000 0.000065 
0.190000 0.000068 
0.200000 0.000071 
0.210000 0.000074 
0.220000 0.000077 
0.230000 0.000080 
0.240000 0.000083 
0.250000 0.000086 
0.260000 0.000088 
0.270000 0.000091 
0.280000 0.000093 
0.290000 0.000096 
0.300000 0.000098 
0.310000 0.000100 
0.320000 0.000102 
0.330000 0.000104 
0.340000 0.000106 
0.350000 0.000108 
0.360000 0.000109 
0.370000 0.000111 
0.380000 0.000112 
0.390000 0.000114 
0.400000 0.000115 
0.410000 0.000116 
0.420000 0.000117 
0.430000 0.000118 
0.440000 0.000118 
0.450000 0.000119 
0.460000 0.000120 
0.470000 0.000120 
0.480000 0.000120 
0.490000 0.000120 
0.500000 0.000120 
0.510000 0.000120 
0.520000 0.000120 
0.530000 0.000120 
0.540000 0.000119 
0.550000 0.000118 
0.560000 0.000118 
0.570000 0.000117 
0.580000 0.000116 
0.590000 0.000115 
0.600000 0.000114 
0.610000 0.000112 
0.620000 0.000111 
0.630000 0.000109 
0.640000 0.000108 
0.650000 0.000106 
0.660000 0.000104 
0.670000 0.000102 
0.680000 0.000100 
0.690000 0.000098 
0.700000 0.000096 
0.710000 0.000093 
0.720000 0.000091 
0.730000 0.000088 
0.740000 0.000086 
0.750000 0.000083 
0.760000 0.000080 
0.770000 0.000077 
0.780000 0.000074 
0.790000 0.000071 
0.800000 0.000068 
0.810000 0.000065 
0.820000 0.000062 
0.830000 0.000058 
0.839999 0.000055 
0.849999 0.000052 
0.859999 0.000048 
0.869999 0.000045 
0.879999 0.000041 
0.889999 0.000038 
0.899999 0.000034 
0.909999 0.000030 
0.919999 0.000027 
0.929999 0.000023 
0.939999 0.000019 
0.949999 0.000015 
0.959999 0.000011 
0.969999 0.000008 
0.979999 0.000004 
0.989999 0.000000 
